zone_trace_id,scenario_method_id,scenario_id,method_id,selection_rank,candidate_site_id,demand_zone_id,zone_coverage_rank,coverage_radius_km,distance_km,zone_demand_weight,zone_demand_share_of_candidate,allowed_use_note,proxy_assumption_label
scenario:radius-aggressive|method:min-cost-coverage-pulp|candidate:osm:node:25213823|dz:nuts2024:FR105,scenario:radius-aggressive|method:min-cost-coverage-pulp,scenario:radius-aggressive,method:min-cost-coverage-pulp,1,candidate:osm:node:25213823,dz:nuts2024:FR105,3,50,12.163,1668275,0.132938,Selected-site zone trace for audit and portfolio explanation only; not investment advice or a site feasibility claim.,tile_smoke_optimization_zone_trace_not_investment_grade
scenario:radius-aggressive|method:min-cost-coverage-pulp|candidate:osm:node:25213823|dz:nuts2024:FR103,scenario:radius-aggressive|method:min-cost-coverage-pulp,scenario:radius-aggressive,method:min-cost-coverage-pulp,1,candidate:osm:node:25213823,dz:nuts2024:FR103,4,50,40.996,1504565,0.119892,Selected-site zone trace for audit and portfolio explanation only; not investment advice or a site feasibility claim.,tile_smoke_optimization_zone_trace_not_investment_grade
scenario:radius-aggressive|method:min-cost-coverage-pulp|candidate:osm:node:25213823|dz:nuts2024:FR102,scenario:radius-aggressive|method:min-cost-coverage-pulp,scenario:radius-aggressive,method:min-cost-coverage-pulp,1,candidate:osm:node:25213823,dz:nuts2024:FR102,5,50,47.153,1490900,0.118804,Selected-site zone trace for audit and portfolio explanation only; not investment advice or a site feasibility claim.,tile_smoke_optimization_zone_trace_not_investment_grade
scenario:radius-aggressive|method:min-cost-coverage-pulp|candidate:osm:node:25213823|dz:nuts2024:FR107,scenario:radius-aggressive|method:min-cost-coverage-pulp,scenario:radius-aggressive,method:min-cost-coverage-pulp,1,candidate:osm:node:25213823,dz:nuts2024:FR107,6,50,7.085,1434875,0.114339,Selected-site zone trace for audit and portfolio explanation only; not investment advice or a site feasibility claim.,tile_smoke_optimization_zone_trace_not_investment_grade
scenario:radius-aggressive|method:min-cost-coverage-pulp|candidate:osm:node:25213823|dz:nuts2024:FR104,scenario:radius-aggressive|method:min-cost-coverage-pulp,scenario:radius-aggressive,method:min-cost-coverage-pulp,1,candidate:osm:node:25213823,dz:nuts2024:FR104,7,50,34.792,1356114,0.108063,Selected-site zone trace for audit and portfolio explanation only; not investment advice or a site feasibility claim.,tile_smoke_optimization_zone_trace_not_investment_grade
scenario:radius-aggressive|method:min-cost-coverage-pulp|candidate:osm:node:25213823|dz:nuts2024:FR108,scenario:radius-aggressive|method:min-cost-coverage-pulp,scenario:radius-aggressive,method:min-cost-coverage-pulp,1,candidate:osm:node:25213823,dz:nuts2024:FR108,8,50,35.313,1297210,0.103369,Selected-site zone trace for audit and portfolio explanation only; not investment advice or a site feasibility claim.,tile_smoke_optimization_zone_trace_not_investment_grade
scenario:radius-base|method:baseline-topk|candidate:osm:node:25214653|dz:nuts2024:FR101,scenario:radius-base|method:baseline-topk,scenario:radius-base,method:baseline-topk,1,candidate:osm:node:25214653,dz:nuts2024:FR101,1,30,3.147,2065560,0.251968,Selected-site zone trace for audit and portfolio explanation only; not investment advice or a site feasibility claim.,tile_smoke_optimization_zone_trace_not_investment_grade
scenario:radius-base|method:baseline-topk|candidate:osm:node:25214653|dz:nuts2024:FR106,scenario:radius-base|method:baseline-topk,scenario:radius-base,method:baseline-topk,1,candidate:osm:node:25214653,dz:nuts2024:FR106,2,30,6.071,1731789,0.211253,Selected-site zone trace for audit and portfolio explanation only; not investment advice or a site feasibility claim.,tile_smoke_optimization_zone_trace_not_investment_grade
scenario:radius-base|method:baseline-topk|candidate:osm:node:25214653|dz:nuts2024:FR105,scenario:radius-base|method:baseline-topk,scenario:radius-base,method:baseline-topk,1,candidate:osm:node:25214653,dz:nuts2024:FR105,3,30,9.749,1668275,0.203505,Selected-site zone trace for audit and portfolio explanation only; not investment advice or a site feasibility claim.,tile_smoke_optimization_zone_trace_not_investment_grade
scenario:radius-base|method:baseline-topk|candidate:osm:node:25214653|dz:nuts2024:FR107,scenario:radius-base|method:baseline-topk,scenario:radius-base,method:baseline-topk,1,candidate:osm:node:25214653,dz:nuts2024:FR107,4,30,13.704,1434875,0.175034,Selected-site zone trace for audit and portfolio explanation only; not investment advice or a site feasibility claim.,tile_smoke_optimization_zone_trace_not_investment_grade
scenario:radius-base|method:baseline-topk|candidate:osm:node:25214653|dz:nuts2024:FR108,scenario:radius-base|method:baseline-topk,scenario:radius-base,method:baseline-topk,1,candidate:osm:node:25214653,dz:nuts2024:FR108,5,30,28.966,1297210,0.158241,Selected-site zone trace for audit and portfolio explanation only; not investment advice or a site feasibility claim.,tile_smoke_optimization_zone_trace_not_investment_grade
scenario:radius-base|method:baseline-topk|candidate:osm:node:309654919|dz:nuts2024:FR101,scenario:radius-base|method:baseline-topk,scenario:radius-base,method:baseline-topk,2,candidate:osm:node:309654919,dz:nuts2024:FR101,1,30,3.143,2065560,0.251968,Selected-site zone trace for audit and portfolio explanation only; not investment advice or a site feasibility claim.,tile_smoke_optimization_zone_trace_not_investment_grade
scenario:radius-base|method:baseline-topk|candidate:osm:node:309654919|dz:nuts2024:FR106,scenario:radius-base|method:baseline-topk,scenario:radius-base,method:baseline-topk,2,candidate:osm:node:309654919,dz:nuts2024:FR106,2,30,12.187,1731789,0.211253,Selected-site zone trace for audit and portfolio explanation only; not investment advice or a site feasibility claim.,tile_smoke_optimization_zone_trace_not_investment_grade
scenario:radius-base|method:baseline-topk|candidate:osm:node:309654919|dz:nuts2024:FR105,scenario:radius-base|method:baseline-topk,scenario:radius-base,method:baseline-topk,2,candidate:osm:node:309654919,dz:nuts2024:FR105,3,30,4.216,1668275,0.203505,Selected-site zone trace for audit and portfolio explanation only; not investment advice or a site feasibility claim.,tile_smoke_optimization_zone_trace_not_investment_grade
scenario:radius-base|method:baseline-topk|candidate:osm:node:309654919|dz:nuts2024:FR107,scenario:radius-base|method:baseline-topk,scenario:radius-base,method:baseline-topk,2,candidate:osm:node:309654919,dz:nuts2024:FR107,4,30,14.116,1434875,0.175034,Selected-site zone trace for audit and portfolio explanation only; not investment advice or a site feasibility claim.,tile_smoke_optimization_zone_trace_not_investment_grade
scenario:radius-base|method:baseline-topk|candidate:osm:node:309654919|dz:nuts2024:FR108,scenario:radius-base|method:baseline-topk,scenario:radius-base,method:baseline-topk,2,candidate:osm:node:309654919,dz:nuts2024:FR108,5,30,28.894,1297210,0.158241,Selected-site zone trace for audit and portfolio explanation only; not investment advice or a site feasibility claim.,tile_smoke_optimization_zone_trace_not_investment_grade
scenario:radius-base|method:baseline-topk|candidate:osm:node:320203219|dz:nuts2024:FR101,scenario:radius-base|method:baseline-topk,scenario:radius-base,method:baseline-topk,3,candidate:osm:node:320203219,dz:nuts2024:FR101,1,30,5.143,2065560,0.251968,Selected-site zone trace for audit and portfolio explanation only; not investment advice or a site feasibility claim.,tile_smoke_optimization_zone_trace_not_investment_grade
scenario:radius-base|method:baseline-topk|candidate:osm:node:320203219|dz:nuts2024:FR106,scenario:radius-base|method:baseline-topk,scenario:radius-base,method:baseline-topk,3,candidate:osm:node:320203219,dz:nuts2024:FR106,2,30,5.068,1731789,0.211253,Selected-site zone trace for audit and portfolio explanation only; not investment advice or a site feasibility claim.,tile_smoke_optimization_zone_trace_not_investment_grade
scenario:radius-base|method:baseline-topk|candidate:osm:node:320203219|dz:nuts2024:FR105,scenario:radius-base|method:baseline-topk,scenario:radius-base,method:baseline-topk,3,candidate:osm:node:320203219,dz:nuts2024:FR105,3,30,10.899,1668275,0.203505,Selected-site zone trace for audit and portfolio explanation only; not investment advice or a site feasibility claim.,tile_smoke_optimization_zone_trace_not_investment_grade
scenario:radius-base|method:baseline-topk|candidate:osm:node:320203219|dz:nuts2024:FR107,scenario:radius-base|method:baseline-topk,scenario:radius-base,method:baseline-topk,3,candidate:osm:node:320203219,dz:nuts2024:FR107,4,30,15.651,1434875,0.175034,Selected-site zone trace for audit and portfolio explanation only; not investment advice or a site feasibility claim.,tile_smoke_optimization_zone_trace_not_investment_grade
scenario:radius-base|method:baseline-topk|candidate:osm:node:320203219|dz:nuts2024:FR108,scenario:radius-base|method:baseline-topk,scenario:radius-base,method:baseline-topk,3,candidate:osm:node:320203219,dz:nuts2024:FR108,5,30,27.513,1297210,0.158241,Selected-site zone trace for audit and portfolio explanation only; not investment advice or a site feasibility claim.,tile_smoke_optimization_zone_trace_not_investment_grade
scenario:radius-base|method:baseline-topk|candidate:osm:node:255003455|dz:nuts2024:FR101,scenario:radius-base|method:baseline-topk,scenario:radius-base,method:baseline-topk,4,candidate:osm:node:255003455,dz:nuts2024:FR101,1,30,5.998,2065560,0.251968,Selected-site zone trace for audit and portfolio explanation only; not investment advice or a site feasibility claim.,tile_smoke_optimization_zone_trace_not_investment_grade
scenario:radius-base|method:baseline-topk|candidate:osm:node:255003455|dz:nuts2024:FR106,scenario:radius-base|method:baseline-topk,scenario:radius-base,method:baseline-topk,4,candidate:osm:node:255003455,dz:nuts2024:FR106,2,30,12.81,1731789,0.211253,Selected-site zone trace for audit and portfolio explanation only; not investment advice or a site feasibility claim.,tile_smoke_optimization_zone_trace_not_investment_grade
scenario:radius-base|method:baseline-topk|candidate:osm:node:255003455|dz:nuts2024:FR105,scenario:radius-base|method:baseline-topk,scenario:radius-base,method:baseline-topk,4,candidate:osm:node:255003455,dz:nuts2024:FR105,3,30,4.223,1668275,0.203505,Selected-site zone trace for audit and portfolio explanation only; not investment advice or a site feasibility claim.,tile_smoke_optimization_zone_trace_not_investment_grade
scenario:radius-base|method:baseline-topk|candidate:osm:node:255003455|dz:nuts2024:FR107,scenario:radius-base|method:baseline-topk,scenario:radius-base,method:baseline-topk,4,candidate:osm:node:255003455,dz:nuts2024:FR107,4,30,18.577,1434875,0.175034,Selected-site zone trace for audit and portfolio explanation only; not investment advice or a site feasibility claim.,tile_smoke_optimization_zone_trace_not_investment_grade
scenario:radius-base|method:baseline-topk|candidate:osm:node:255003455|dz:nuts2024:FR108,scenario:radius-base|method:baseline-topk,scenario:radius-base,method:baseline-topk,4,candidate:osm:node:255003455,dz:nuts2024:FR108,5,30,24.169,1297210,0.158241,Selected-site zone trace for audit and portfolio explanation only; not investment advice or a site feasibility claim.,tile_smoke_optimization_zone_trace_not_investment_grade
scenario:radius-base|method:baseline-topk|candidate:osm:node:259284911|dz:nuts2024:FR101,scenario:radius-base|method:baseline-topk,scenario:radius-base,method:baseline-topk,5,candidate:osm:node:259284911,dz:nuts2024:FR101,1,30,4.264,2065560,0.251968,Selected-site zone trace for audit and portfolio explanation only; not investment advice or a site feasibility claim.,tile_smoke_optimization_zone_trace_not_investment_grade
scenario:radius-base|method:baseline-topk|candidate:osm:node:259284911|dz:nuts2024:FR106,scenario:radius-base|method:baseline-topk,scenario:radius-base,method:baseline-topk,5,candidate:osm:node:259284911,dz:nuts2024:FR106,2,30,13.36,1731789,0.211253,Selected-site zone trace for audit and portfolio explanation only; not investment advice or a site feasibility claim.,tile_smoke_optimization_zone_trace_not_investment_grade
scenario:radius-base|method:baseline-topk|candidate:osm:node:259284911|dz:nuts2024:FR105,scenario:radius-base|method:baseline-topk,scenario:radius-base,method:baseline-topk,5,candidate:osm:node:259284911,dz:nuts2024:FR105,3,30,3.627,1668275,0.203505,Selected-site zone trace for audit and portfolio explanation only; not investment advice or a site feasibility claim.,tile_smoke_optimization_zone_trace_not_investment_grade
scenario:radius-base|method:baseline-topk|candidate:osm:node:259284911|dz:nuts2024:FR107,scenario:radius-base|method:baseline-topk,scenario:radius-base,method:baseline-topk,5,candidate:osm:node:259284911,dz:nuts2024:FR107,4,30,14.224,1434875,0.175034,Selected-site zone trace for audit and portfolio explanation only; not investment advice or a site feasibility claim.,tile_smoke_optimization_zone_trace_not_investment_grade
scenario:radius-base|method:baseline-topk|candidate:osm:node:259284911|dz:nuts2024:FR108,scenario:radius-base|method:baseline-topk,scenario:radius-base,method:baseline-topk,5,candidate:osm:node:259284911,dz:nuts2024:FR108,5,30,29.317,1297210,0.158241,Selected-site zone trace for audit and portfolio explanation only; not investment advice or a site feasibility claim.,tile_smoke_optimization_zone_trace_not_investment_grade
scenario:radius-base|method:baseline-topk|candidate:osm:node:262276013|dz:nuts2024:FR101,scenario:radius-base|method:baseline-topk,scenario:radius-base,method:baseline-topk,6,candidate:osm:node:262276013,dz:nuts2024:FR101,1,30,2.051,2065560,0.251968,Selected-site zone trace for audit and portfolio explanation only; not investment advice or a site feasibility claim.,tile_smoke_optimization_zone_trace_not_investment_grade
scenario:radius-base|method:baseline-topk|candidate:osm:node:262276013|dz:nuts2024:FR106,scenario:radius-base|method:baseline-topk,scenario:radius-base,method:baseline-topk,6,candidate:osm:node:262276013,dz:nuts2024:FR106,2,30,10.781,1731789,0.211253,Selected-site zone trace for audit and portfolio explanation only; not investment advice or a site feasibility claim.,tile_smoke_optimization_zone_trace_not_investment_grade
scenario:radius-base|method:baseline-topk|candidate:osm:node:262276013|dz:nuts2024:FR105,scenario:radius-base|method:baseline-topk,scenario:radius-base,method:baseline-topk,6,candidate:osm:node:262276013,dz:nuts2024:FR105,3,30,5.154,1668275,0.203505,Selected-site zone trace for audit and portfolio explanation only; not investment advice or a site feasibility claim.,tile_smoke_optimization_zone_trace_not_investment_grade
scenario:radius-base|method:baseline-topk|candidate:osm:node:262276013|dz:nuts2024:FR107,scenario:radius-base|method:baseline-topk,scenario:radius-base,method:baseline-topk,6,candidate:osm:node:262276013,dz:nuts2024:FR107,4,30,14.323,1434875,0.175034,Selected-site zone trace for audit and portfolio explanation only; not investment advice or a site feasibility claim.,tile_smoke_optimization_zone_trace_not_investment_grade
scenario:radius-base|method:baseline-topk|candidate:osm:node:262276013|dz:nuts2024:FR108,scenario:radius-base|method:baseline-topk,scenario:radius-base,method:baseline-topk,6,candidate:osm:node:262276013,dz:nuts2024:FR108,5,30,28.238,1297210,0.158241,Selected-site zone trace for audit and portfolio explanation only; not investment advice or a site feasibility claim.,tile_smoke_optimization_zone_trace_not_investment_grade
scenario:radius-base|method:baseline-topk|candidate:osm:node:267652178|dz:nuts2024:FR101,scenario:radius-base|method:baseline-topk,scenario:radius-base,method:baseline-topk,7,candidate:osm:node:267652178,dz:nuts2024:FR101,1,30,4.385,2065560,0.251968,Selected-site zone trace for audit and portfolio explanation only; not investment advice or a site feasibility claim.,tile_smoke_optimization_zone_trace_not_investment_grade
scenario:radius-base|method:baseline-topk|candidate:osm:node:267652178|dz:nuts2024:FR106,scenario:radius-base|method:baseline-topk,scenario:radius-base,method:baseline-topk,7,candidate:osm:node:267652178,dz:nuts2024:FR106,2,30,12.763,1731789,0.211253,Selected-site zone trace for audit and portfolio explanation only; not investment advice or a site feasibility claim.,tile_smoke_optimization_zone_trace_not_investment_grade
scenario:radius-base|method:baseline-topk|candidate:osm:node:267652178|dz:nuts2024:FR105,scenario:radius-base|method:baseline-topk,scenario:radius-base,method:baseline-topk,7,candidate:osm:node:267652178,dz:nuts2024:FR105,3,30,2.985,1668275,0.203505,Selected-site zone trace for audit and portfolio explanation only; not investment advice or a site feasibility claim.,tile_smoke_optimization_zone_trace_not_investment_grade
scenario:radius-base|method:baseline-topk|candidate:osm:node:267652178|dz:nuts2024:FR107,scenario:radius-base|method:baseline-topk,scenario:radius-base,method:baseline-topk,7,candidate:osm:node:267652178,dz:nuts2024:FR107,4,30,16.205,1434875,0.175034,Selected-site zone trace for audit and portfolio explanation only; not investment advice or a site feasibility claim.,tile_smoke_optimization_zone_trace_not_investment_grade
scenario:radius-base|method:baseline-topk|candidate:osm:node:267652178|dz:nuts2024:FR108,scenario:radius-base|method:baseline-topk,scenario:radius-base,method:baseline-topk,7,candidate:osm:node:267652178,dz:nuts2024:FR108,5,30,26.857,1297210,0.158241,Selected-site zone trace for audit and portfolio explanation only; not investment advice or a site feasibility claim.,tile_smoke_optimization_zone_trace_not_investment_grade
scenario:radius-base|method:baseline-topk|candidate:osm:node:307372951|dz:nuts2024:FR101,scenario:radius-base|method:baseline-topk,scenario:radius-base,method:baseline-topk,8,candidate:osm:node:307372951,dz:nuts2024:FR101,1,30,0.28,2065560,0.251968,Selected-site zone trace for audit and portfolio explanation only; not investment advice or a site feasibility claim.,tile_smoke_optimization_zone_trace_not_investment_grade
scenario:radius-base|method:baseline-topk|candidate:osm:node:307372951|dz:nuts2024:FR106,scenario:radius-base|method:baseline-topk,scenario:radius-base,method:baseline-topk,8,candidate:osm:node:307372951,dz:nuts2024:FR106,2,30,9.037,1731789,0.211253,Selected-site zone trace for audit and portfolio explanation only; not investment advice or a site feasibility claim.,tile_smoke_optimization_zone_trace_not_investment_grade
scenario:radius-base|method:baseline-topk|candidate:osm:node:307372951|dz:nuts2024:FR105,scenario:radius-base|method:baseline-topk,scenario:radius-base,method:baseline-topk,8,candidate:osm:node:307372951,dz:nuts2024:FR105,3,30,7.111,1668275,0.203505,Selected-site zone trace for audit and portfolio explanation only; not investment advice or a site feasibility claim.,tile_smoke_optimization_zone_trace_not_investment_grade
scenario:radius-base|method:baseline-topk|candidate:osm:node:307372951|dz:nuts2024:FR107,scenario:radius-base|method:baseline-topk,scenario:radius-base,method:baseline-topk,8,candidate:osm:node:307372951,dz:nuts2024:FR107,4,30,13.126,1434875,0.175034,Selected-site zone trace for audit and portfolio explanation only; not investment advice or a site feasibility claim.,tile_smoke_optimization_zone_trace_not_investment_grade
scenario:radius-base|method:baseline-topk|candidate:osm:node:307372951|dz:nuts2024:FR108,scenario:radius-base|method:baseline-topk,scenario:radius-base,method:baseline-topk,8,candidate:osm:node:307372951,dz:nuts2024:FR108,5,30,29.208,1297210,0.158241,Selected-site zone trace for audit and portfolio explanation only; not investment advice or a site feasibility claim.,tile_smoke_optimization_zone_trace_not_investment_grade
scenario:radius-base|method:baseline-topk|candidate:osm:node:315123765|dz:nuts2024:FR101,scenario:radius-base|method:baseline-topk,scenario:radius-base,method:baseline-topk,9,candidate:osm:node:315123765,dz:nuts2024:FR101,1,30,4.777,2065560,0.251968,Selected-site zone trace for audit and portfolio explanation only; not investment advice or a site feasibility claim.,tile_smoke_optimization_zone_trace_not_investment_grade
scenario:radius-base|method:baseline-topk|candidate:osm:node:315123765|dz:nuts2024:FR106,scenario:radius-base|method:baseline-topk,scenario:radius-base,method:baseline-topk,9,candidate:osm:node:315123765,dz:nuts2024:FR106,2,30,13.686,1731789,0.211253,Selected-site zone trace for audit and portfolio explanation only; not investment advice or a site feasibility claim.,tile_smoke_optimization_zone_trace_not_investment_grade
scenario:radius-base|method:baseline-topk|candidate:osm:node:315123765|dz:nuts2024:FR105,scenario:radius-base|method:baseline-topk,scenario:radius-base,method:baseline-topk,9,candidate:osm:node:315123765,dz:nuts2024:FR105,3,30,2.546,1668275,0.203505,Selected-site zone trace for audit and portfolio explanation only; not investment advice or a site feasibility claim.,tile_smoke_optimization_zone_trace_not_investment_grade
scenario:radius-base|method:baseline-topk|candidate:osm:node:315123765|dz:nuts2024:FR107,scenario:radius-base|method:baseline-topk,scenario:radius-base,method:baseline-topk,9,candidate:osm:node:315123765,dz:nuts2024:FR107,4,30,15.426,1434875,0.175034,Selected-site zone trace for audit and portfolio explanation only; not investment advice or a site feasibility claim.,tile_smoke_optimization_zone_trace_not_investment_grade
scenario:radius-base|method:baseline-topk|candidate:osm:node:315123765|dz:nuts2024:FR108,scenario:radius-base|method:baseline-topk,scenario:radius-base,method:baseline-topk,9,candidate:osm:node:315123765,dz:nuts2024:FR108,5,30,28.174,1297210,0.158241,Selected-site zone trace for audit and portfolio explanation only; not investment advice or a site feasibility claim.,tile_smoke_optimization_zone_trace_not_investment_grade
scenario:radius-base|method:baseline-topk|candidate:osm:node:652862411|dz:nuts2024:FR101,scenario:radius-base|method:baseline-topk,scenario:radius-base,method:baseline-topk,10,candidate:osm:node:652862411,dz:nuts2024:FR101,1,30,5.738,2065560,0.251968,Selected-site zone trace for audit and portfolio explanation only; not investment advice or a site feasibility claim.,tile_smoke_optimization_zone_trace_not_investment_grade
scenario:radius-base|method:baseline-topk|candidate:osm:node:652862411|dz:nuts2024:FR106,scenario:radius-base|method:baseline-topk,scenario:radius-base,method:baseline-topk,10,candidate:osm:node:652862411,dz:nuts2024:FR106,2,30,10.852,1731789,0.211253,Selected-site zone trace for audit and portfolio explanation only; not investment advice or a site feasibility claim.,tile_smoke_optimization_zone_trace_not_investment_grade
scenario:radius-base|method:baseline-topk|candidate:osm:node:652862411|dz:nuts2024:FR105,scenario:radius-base|method:baseline-topk,scenario:radius-base,method:baseline-topk,10,candidate:osm:node:652862411,dz:nuts2024:FR105,3,30,6.513,1668275,0.203505,Selected-site zone trace for audit and portfolio explanation only; not investment advice or a site feasibility claim.,tile_smoke_optimization_zone_trace_not_investment_grade
scenario:radius-base|method:baseline-topk|candidate:osm:node:652862411|dz:nuts2024:FR107,scenario:radius-base|method:baseline-topk,scenario:radius-base,method:baseline-topk,10,candidate:osm:node:652862411,dz:nuts2024:FR107,4,30,18.598,1434875,0.175034,Selected-site zone trace for audit and portfolio explanation only; not investment advice or a site feasibility claim.,tile_smoke_optimization_zone_trace_not_investment_grade
scenario:radius-base|method:baseline-topk|candidate:osm:node:652862411|dz:nuts2024:FR108,scenario:radius-base|method:baseline-topk,scenario:radius-base,method:baseline-topk,10,candidate:osm:node:652862411,dz:nuts2024:FR108,5,30,23.741,1297210,0.158241,Selected-site zone trace for audit and portfolio explanation only; not investment advice or a site feasibility claim.,tile_smoke_optimization_zone_trace_not_investment_grade
scenario:radius-base|method:mclp-pulp-cbc|candidate:osm:way:901643395|dz:nuts2024:FR101,scenario:radius-base|method:mclp-pulp-cbc,scenario:radius-base,method:mclp-pulp-cbc,1,candidate:osm:way:901643395,dz:nuts2024:FR101,1,30,5.153,2065560,0.251968,Selected-site zone trace for audit and portfolio explanation only; not investment advice or a site feasibility claim.,tile_smoke_optimization_zone_trace_not_investment_grade
scenario:radius-base|method:mclp-pulp-cbc|candidate:osm:way:901643395|dz:nuts2024:FR106,scenario:radius-base|method:mclp-pulp-cbc,scenario:radius-base,method:mclp-pulp-cbc,1,candidate:osm:way:901643395,dz:nuts2024:FR106,2,30,5.052,1731789,0.211253,Selected-site zone trace for audit and portfolio explanation only; not investment advice or a site feasibility claim.,tile_smoke_optimization_zone_trace_not_investment_grade
scenario:radius-base|method:mclp-pulp-cbc|candidate:osm:way:901643395|dz:nuts2024:FR105,scenario:radius-base|method:mclp-pulp-cbc,scenario:radius-base,method:mclp-pulp-cbc,1,candidate:osm:way:901643395,dz:nuts2024:FR105,3,30,10.914,1668275,0.203505,Selected-site zone trace for audit and portfolio explanation only; not investment advice or a site feasibility claim.,tile_smoke_optimization_zone_trace_not_investment_grade
scenario:radius-base|method:mclp-pulp-cbc|candidate:osm:way:901643395|dz:nuts2024:FR107,scenario:radius-base|method:mclp-pulp-cbc,scenario:radius-base,method:mclp-pulp-cbc,1,candidate:osm:way:901643395,dz:nuts2024:FR107,4,30,15.648,1434875,0.175034,Selected-site zone trace for audit and portfolio explanation only; not investment advice or a site feasibility claim.,tile_smoke_optimization_zone_trace_not_investment_grade
scenario:radius-base|method:mclp-pulp-cbc|candidate:osm:way:901643395|dz:nuts2024:FR108,scenario:radius-base|method:mclp-pulp-cbc,scenario:radius-base,method:mclp-pulp-cbc,1,candidate:osm:way:901643395,dz:nuts2024:FR108,5,30,27.521,1297210,0.158241,Selected-site zone trace for audit and portfolio explanation only; not investment advice or a site feasibility claim.,tile_smoke_optimization_zone_trace_not_investment_grade
scenario:radius-base|method:mclp-pulp-cbc|candidate:osm:node:302017504|dz:nuts2024:BE100,scenario:radius-base|method:mclp-pulp-cbc,scenario:radius-base,method:mclp-pulp-cbc,2,candidate:osm:node:302017504,dz:nuts2024:BE100,1,30,30.0,1271709,0.341909,Selected-site zone trace for audit and portfolio explanation only; not investment advice or a site feasibility claim.,tile_smoke_optimization_zone_trace_not_investment_grade
scenario:radius-base|method:mclp-pulp-cbc|candidate:osm:node:302017504|dz:nuts2024:BE241,scenario:radius-base|method:mclp-pulp-cbc,scenario:radius-base,method:mclp-pulp-cbc,2,candidate:osm:node:302017504,dz:nuts2024:BE241,2,30,28.283,674772,0.181418,Selected-site zone trace for audit and portfolio explanation only; not investment advice or a site feasibility claim.,tile_smoke_optimization_zone_trace_not_investment_grade
scenario:radius-base|method:mclp-pulp-cbc|candidate:osm:node:302017504|dz:nuts2024:BE310,scenario:radius-base|method:mclp-pulp-cbc,scenario:radius-base,method:mclp-pulp-cbc,2,candidate:osm:node:302017504,dz:nuts2024:BE310,3,30,29.754,416504,0.11198,Selected-site zone trace for audit and portfolio explanation only; not investment advice or a site feasibility claim.,tile_smoke_optimization_zone_trace_not_investment_grade
scenario:radius-base|method:mclp-pulp-cbc|candidate:osm:node:302017504|dz:nuts2024:BE32B,scenario:radius-base|method:mclp-pulp-cbc,scenario:radius-base,method:mclp-pulp-cbc,2,candidate:osm:node:302017504,dz:nuts2024:BE32B,4,30,28.826,403346,0.108443,Selected-site zone trace for audit and portfolio explanation only; not investment advice or a site feasibility claim.,tile_smoke_optimization_zone_trace_not_investment_grade
scenario:radius-base|method:mclp-pulp-cbc|candidate:osm:node:302017504|dz:nuts2024:BE231,scenario:radius-base|method:mclp-pulp-cbc,scenario:radius-base,method:mclp-pulp-cbc,2,candidate:osm:node:302017504,dz:nuts2024:BE231,5,30,29.024,307873,0.082774,Selected-site zone trace for audit and portfolio explanation only; not investment advice or a site feasibility claim.,tile_smoke_optimization_zone_trace_not_investment_grade
scenario:radius-base|method:mclp-pulp-cbc|candidate:osm:node:302017504|dz:nuts2024:BE323,scenario:radius-base|method:mclp-pulp-cbc,scenario:radius-base,method:mclp-pulp-cbc,2,candidate:osm:node:302017504,dz:nuts2024:BE323,6,30,26.613,262177,0.070488,Selected-site zone trace for audit and portfolio explanation only; not investment advice or a site feasibility claim.,tile_smoke_optimization_zone_trace_not_investment_grade
scenario:radius-base|method:mclp-pulp-cbc|candidate:osm:node:302017504|dz:nuts2024:BE329,scenario:radius-base|method:mclp-pulp-cbc,scenario:radius-base,method:mclp-pulp-cbc,2,candidate:osm:node:302017504,dz:nuts2024:BE329,7,30,21.793,142964,0.038437,Selected-site zone trace for audit and portfolio explanation only; not investment advice or a site feasibility claim.,tile_smoke_optimization_zone_trace_not_investment_grade
scenario:radius-base|method:mclp-pulp-cbc|candidate:osm:node:302017504|dz:nuts2024:BE32A,scenario:radius-base|method:mclp-pulp-cbc,scenario:radius-base,method:mclp-pulp-cbc,2,candidate:osm:node:302017504,dz:nuts2024:BE32A,8,30,23.208,130872,0.035186,Selected-site zone trace for audit and portfolio explanation only; not investment advice or a site feasibility claim.,tile_smoke_optimization_zone_trace_not_investment_grade
scenario:radius-base|method:mclp-pulp-cbc|candidate:osm:node:302017504|dz:nuts2024:BE32C,scenario:radius-base|method:mclp-pulp-cbc,scenario:radius-base,method:mclp-pulp-cbc,2,candidate:osm:node:302017504,dz:nuts2024:BE32C,9,30,6.03,109221,0.029365,Selected-site zone trace for audit and portfolio explanation only; not investment advice or a site feasibility claim.,tile_smoke_optimization_zone_trace_not_investment_grade
scenario:radius-base|method:mclp-pulp-cbc|candidate:osm:node:30503337|dz:nuts2024:DE212,scenario:radius-base|method:mclp-pulp-cbc,scenario:radius-base,method:mclp-pulp-cbc,3,candidate:osm:node:30503337,dz:nuts2024:DE212,1,30,22.371,1505005,0.572362,Selected-site zone trace for audit and portfolio explanation only; not investment advice or a site feasibility claim.,tile_smoke_optimization_zone_trace_not_investment_grade
